timestamp,zone_id,temperature,humidity,co2,smoke_status,raw_smoke_value,energy_consumption,expected_label,scenario_id
2026-05-09T14:25:00Z,DNTU_ROOM_A101,23.19,57.68,392.93,0,26.34,28.39,normal,SCN_NORMAL_030
2026-05-09T14:30:00Z,DNTU_ROOM_A101,23.67,63.89,382.95,0,23.79,28.22,normal,SCN_NORMAL_031
2026-05-09T14:35:00Z,DNTU_ROOM_A101,23.25,58.33,393.46,0,22.57,28.38,normal,SCN_NORMAL_032
2026-05-09T14:40:00Z,DNTU_ROOM_A101,26.47,55.69,494.9,0,16.67,56.12,normal,SCN_NORMAL_033
2026-05-09T14:45:00Z,DNTU_ROOM_A101,23.84,63.78,407.79,0,20.33,31.79,normal,SCN_NORMAL_034
2026-05-09T14:50:00Z,DNTU_ROOM_A101,23.21,59.81,381.76,0,36.71,28.03,normal,SCN_NORMAL_035
2026-05-09T14:55:00Z,DNTU_ROOM_A101,25.87,55.97,431.34,0,47.85,81.35,normal,SCN_NORMAL_036
2026-05-09T15:00:00Z,DNTU_ROOM_A101,23.72,58.08,388.9,0,28.58,32.75,normal,SCN_NORMAL_037
2026-05-09T15:05:00Z,DNTU_ROOM_A101,23.75,57.4,397.53,0,34.05,29.02,normal,SCN_NORMAL_038
2026-05-09T15:10:00Z,DNTU_ROOM_A101,26.63,47.34,396.94,0,37.28,58.89,normal,SCN_NORMAL_039
2026-05-09T15:15:00Z,DNTU_ROOM_A101,23.02,65.98,405.7,0,35.44,58.86,normal,SCN_NORMAL_040
2026-05-09T15:20:00Z,DNTU_ROOM_A101,23.58,60.66,408.04,0,31.32,26.63,normal,SCN_NORMAL_041
2026-05-09T15:25:00Z,DNTU_ROOM_A101,24.2,60.95,413.5,0,39.81,41.6,normal,SCN_NORMAL_042
2026-05-09T15:30:00Z,DNTU_ROOM_A101,24.47,68.46,514.43,0,22.03,26.54,normal,SCN_NORMAL_043
2026-05-09T15:35:00Z,DNTU_ROOM_A101,26.51,65.76,497.49,0,20.21,44.91,normal,SCN_NORMAL_044
2026-05-09T15:40:00Z,DNTU_ROOM_A101,23.7,61.28,409.62,0,17.16,30.23,normal,SCN_NORMAL_045
2026-05-09T15:45:00Z,DNTU_ROOM_A101,23.3,61.64,408.17,0,19.31,26.07,normal,SCN_NORMAL_046
2026-05-09T15:50:00Z,DNTU_ROOM_A101,24.88,51.76,457.7,0,21.72,66.49,normal,SCN_NORMAL_047
2026-05-09T15:55:00Z,DNTU_ROOM_A101,23.26,60.42,407.16,0,18.85,31.77,normal,SCN_NORMAL_048
2026-05-09T16:00:00Z,DNTU_ROOM_A101,23.28,57.02,403.13,0,22.24,30.1,normal,SCN_NORMAL_049
2026-05-09T16:05:00Z,DNTU_ROOM_A101,23.55,59.99,380.29,0,34.66,25.6,normal,SCN_NORMAL_050
2026-05-09T16:10:00Z,DNTU_ROOM_A101,23.55,62.84,397.48,0,19.55,26.18,normal,SCN_NORMAL_051
2026-05-09T16:15:00Z,DNTU_ROOM_A101,23.86,63.29,386.3,0,19.06,27.0,normal,SCN_NORMAL_052
2026-05-09T16:20:00Z,DNTU_ROOM_A101,23.62,58.08,407.9,0,36.52,31.92,normal,SCN_NORMAL_053
2026-05-09T16:25:00Z,DNTU_ROOM_A101,25.67,53.14,504.97,0,43.51,71.74,normal,SCN_NORMAL_054
2026-05-09T16:30:00Z,DNTU_ROOM_A101,23.11,63.11,405.76,0,33.33,26.78,normal,SCN_NORMAL_055
2026-05-09T16:35:00Z,DNTU_ROOM_A101,23.23,57.17,385.79,0,34.29,27.63,normal,SCN_NORMAL_056
2026-05-09T16:40:00Z,DNTU_ROOM_A101,23.4,63.87,396.09,0,19.31,32.51,normal,SCN_NORMAL_057
2026-05-09T16:45:00Z,DNTU_ROOM_A101,23.27,57.76,393.04,0,23.27,30.83,normal,SCN_NORMAL_058
2026-05-09T16:50:00Z,DNTU_ROOM_A101,23.58,58.78,401.26,0,35.51,25.01,normal,SCN_NORMAL_059
2026-05-09T16:55:00Z,DNTU_ROOM_A101,23.67,59.55,382.1,0,23.6,30.31,normal,SCN_NORMAL_060
2026-05-09T17:00:00Z,DNTU_ROOM_A101,23.3,59.16,392.25,0,22.91,28.22,normal,SCN_NORMAL_061
2026-05-09T17:05:00Z,DNTU_ROOM_A101,23.68,63.32,398.47,0,27.96,27.41,normal,SCN_NORMAL_062
2026-05-09T17:10:00Z,DNTU_ROOM_A101,41.74,19.71,1052.8,1,385.34,514.12,critical,SCN_CRITICAL_001
2026-05-09T17:15:00Z,DNTU_ROOM_A101,43.36,18.07,1075.25,1,408.88,660.76,critical,SCN_CRITICAL_001
2026-05-09T17:20:00Z,DNTU_ROOM_A101,43.31,16.7,1059.66,1,357.47,582.43,critical,SCN_CRITICAL_001
2026-05-09T17:25:00Z,DNTU_ROOM_A101,44.33,16.41,1017.25,1,361.79,625.51,critical,SCN_CRITICAL_001
2026-05-09T17:30:00Z,DNTU_ROOM_A101,23.77,60.19,406.58,0,31.37,29.61,normal,SCN_NORMAL_067
2026-05-09T17:35:00Z,DNTU_ROOM_A101,25.46,66.03,494.76,0,40.69,76.9,normal,SCN_NORMAL_068
2026-05-09T17:40:00Z,DNTU_ROOM_A101,23.46,60.9,407.52,0,19.67,25.97,normal,SCN_NORMAL_069
2026-05-09T17:45:00Z,DNTU_ROOM_A101,23.32,62.29,393.28,0,34.84,31.52,normal,SCN_NORMAL_070
2026-05-09T17:50:00Z,DNTU_ROOM_A101,23.16,63.03,393.5,0,33.8,31.01,normal,SCN_NORMAL_071
2026-05-09T17:55:00Z,DNTU_ROOM_A101,23.24,60.08,401.41,0,23.72,26.88,normal,SCN_NORMAL_072
2026-05-09T18:00:00Z,DNTU_ROOM_A101,24.15,49.01,401.02,0,25.92,47.72,normal,SCN_NORMAL_073
2026-05-09T18:05:00Z,DNTU_ROOM_A101,23.39,62.39,408.38,0,34.61,25.16,normal,SCN_NORMAL_074
2026-05-09T18:10:00Z,DNTU_ROOM_A101,23.3,59.73,406.75,0,27.76,31.69,normal,SCN_NORMAL_075
2026-05-09T18:15:00Z,DNTU_ROOM_A101,23.49,58.91,394.57,0,30.38,28.11,normal,SCN_NORMAL_076
2026-05-09T18:20:00Z,DNTU_ROOM_A101,23.92,63.87,396.02,0,28.84,32.26,normal,SCN_NORMAL_077
2026-05-09T18:25:00Z,DNTU_ROOM_A101,23.87,58.27,387.8,0,26.09,27.62,normal,SCN_NORMAL_078
2026-05-09T18:30:00Z,DNTU_ROOM_A101,26.59,55.2,491.06,0,39.72,51.16,normal,SCN_NORMAL_079
2026-05-09T18:35:00Z,DNTU_ROOM_A101,22.8,67.52,375.84,0,23.16,23.92,normal,SCN_NORMAL_080
2026-05-09T18:40:00Z,DNTU_ROOM_A101,24.54,48.13,507.42,0,23.46,50.83,normal,SCN_NORMAL_081
2026-05-09T18:45:00Z,DNTU_ROOM_A101,23.72,62.44,384.91,0,28.57,27.49,normal,SCN_NORMAL_082
2026-05-09T18:50:00Z,DNTU_ROOM_A101,23.38,63.59,385.95,0,33.61,29.74,normal,SCN_NORMAL_083
2026-05-09T18:55:00Z,DNTU_ROOM_A101,25.44,64.03,485.45,0,16.36,57.09,normal,SCN_NORMAL_084
2026-05-09T19:00:00Z,DNTU_ROOM_A101,25.28,45.79,430.91,0,29.31,52.39,normal,SCN_NORMAL_085
2026-05-09T19:05:00Z,DNTU_ROOM_A101,23.15,58.23,395.65,0,29.32,30.2,normal,SCN_NORMAL_086
2026-05-09T19:10:00Z,DNTU_ROOM_A101,23.83,61.15,389.67,0,35.69,26.96,normal,SCN_NORMAL_087
2026-05-09T19:15:00Z,DNTU_ROOM_A101,23.57,61.68,390.09,0,23.5,28.95,normal,SCN_NORMAL_088
2026-05-09T19:20:00Z,DNTU_ROOM_A101,23.7,59.21,497.62,0,32.05,56.46,normal,SCN_NORMAL_089
2026-05-09T19:25:00Z,DNTU_ROOM_A101,23.56,58.68,394.28,0,25.96,30.69,normal,SCN_NORMAL_090
2026-05-09T19:30:00Z,DNTU_ROOM_A101,23.24,61.65,391.07,0,23.88,29.43,normal,SCN_NORMAL_091
2026-05-09T19:35:00Z,DNTU_ROOM_A101,23.45,59.15,386.92,0,23.31,30.77,normal,SCN_NORMAL_092
2026-05-09T19:40:00Z,DNTU_ROOM_A101,23.19,62.17,388.29,0,32.2,29.72,normal,SCN_NORMAL_093
2026-05-09T19:45:00Z,DNTU_ROOM_A101,23.3,59.53,389.07,0,19.53,30.66,normal,SCN_NORMAL_094
2026-05-09T19:50:00Z,DNTU_ROOM_A101,26.56,60.17,479.15,0,15.4,28.36,normal,SCN_NORMAL_095
2026-05-09T19:55:00Z,DNTU_ROOM_A101,26.65,51.31,494.95,0,17.16,29.07,normal,SCN_NORMAL_096
2026-05-09T20:00:00Z,DNTU_ROOM_A101,23.15,62.68,408.47,0,21.96,25.68,normal,SCN_NORMAL_097
2026-05-09T20:05:00Z,DNTU_ROOM_A101,23.62,62.43,391.41,0,22.95,32.27,normal,SCN_NORMAL_098
2026-05-09T20:10:00Z,DNTU_ROOM_A101,23.06,63.72,382.98,0,29.51,31.1,normal,SCN_NORMAL_099
2026-05-09T20:15:00Z,DNTU_ROOM_A101,24.87,49.1,429.24,0,30.51,64.74,normal,SCN_NORMAL_100
2026-05-09T20:20:00Z,DNTU_ROOM_A101,26.2,47.14,403.85,0,41.11,38.4,normal,SCN_NORMAL_101
2026-05-09T20:25:00Z,DNTU_ROOM_A101,22.99,50.67,391.6,0,19.69,38.47,normal,SCN_NORMAL_102
2026-05-09T20:30:00Z,DNTU_ROOM_A101,23.82,63.45,393.17,0,23.08,28.75,normal,SCN_NORMAL_103
2026-05-09T20:35:00Z,DNTU_ROOM_A101,23.44,61.19,406.68,0,29.07,30.88,normal,SCN_NORMAL_104
2026-05-09T20:40:00Z,DNTU_ROOM_A101,23.86,61.11,380.62,0,33.43,31.12,normal,SCN_NORMAL_105
2026-05-09T20:45:00Z,DNTU_ROOM_A101,24.73,55.67,410.33,0,29.38,83.81,normal,SCN_NORMAL_106
2026-05-09T20:50:00Z,DNTU_ROOM_A101,23.41,59.25,383.14,0,25.23,26.29,normal,SCN_NORMAL_107
2026-05-09T20:55:00Z,DNTU_ROOM_A101,23.76,57.26,382.64,0,19.32,27.02,normal,SCN_NORMAL_108
2026-05-09T21:00:00Z,DNTU_ROOM_A101,23.0,63.09,393.86,0,27.37,25.43,normal,SCN_NORMAL_109
2026-05-09T21:05:00Z,DNTU_ROOM_A101,23.05,58.87,383.93,0,34.62,27.3,normal,SCN_NORMAL_110
2026-05-09T21:10:00Z,DNTU_ROOM_A101,23.8,61.97,389.32,0,25.16,25.11,normal,SCN_NORMAL_111
2026-05-09T21:15:00Z,DNTU_ROOM_A101,26.57,60.4,392.33,0,24.63,79.82,normal,SCN_NORMAL_112
2026-05-09T21:20:00Z,DNTU_ROOM_A101,23.47,60.2,384.34,0,28.99,26.52,normal,SCN_NORMAL_113
2026-05-09T21:25:00Z,DNTU_ROOM_A101,25.82,65.15,419.28,0,23.82,70.84,normal,SCN_NORMAL_114
2026-05-09T21:30:00Z,DNTU_ROOM_A101,23.58,61.62,405.96,0,26.69,28.57,normal,SCN_NORMAL_115
2026-05-09T21:35:00Z,DNTU_ROOM_A101,23.93,63.09,409.42,0,24.66,26.91,normal,SCN_NORMAL_116
2026-05-09T21:40:00Z,DNTU_ROOM_A101,24.53,66.51,425.28,0,41.15,83.28,normal,SCN_NORMAL_117
2026-05-09T21:45:00Z,DNTU_ROOM_A101,23.13,63.76,389.96,0,33.9,25.8,normal,SCN_NORMAL_118
2026-05-09T21:50:00Z,DNTU_ROOM_A101,23.12,65.53,510.64,0,40.79,26.64,normal,SCN_NORMAL_119
2026-05-09T21:55:00Z,DNTU_ROOM_A101,23.08,59.3,400.23,0,36.08,29.27,normal,SCN_NORMAL_120
2026-05-09T22:00:00Z,DNTU_ROOM_A101,23.54,61.32,387.04,0,22.75,30.48,normal,SCN_NORMAL_121
2026-05-09T22:05:00Z,DNTU_ROOM_A101,23.76,61.93,383.02,0,22.99,26.33,normal,SCN_NORMAL_122
2026-05-09T22:10:00Z,DNTU_ROOM_A101,24.04,55.41,405.41,0,37.5,47.55,normal,SCN_NORMAL_123
2026-05-09T22:15:00Z,DNTU_ROOM_A101,23.38,61.78,394.93,0,21.64,29.67,normal,SCN_NORMAL_124
2026-05-09T22:20:00Z,DNTU_ROOM_A101,23.9,60.26,388.63,0,18.48,29.37,normal,SCN_NORMAL_125
2026-05-09T22:25:00Z,DNTU_ROOM_A101,26.64,61.38,436.24,0,47.98,40.73,normal,SCN_NORMAL_126
2026-05-09T22:30:00Z,DNTU_ROOM_A101,23.36,59.07,400.98,0,33.6,25.18,normal,SCN_NORMAL_127
2026-05-09T22:35:00Z,DNTU_ROOM_A101,32.87,59.47,776.63,0,162.15,103.45,warning,SCN_WARNING_001
2026-05-09T22:40:00Z,DNTU_ROOM_A101,31.92,59.81,727.52,0,143.77,92.04,warning,SCN_WARNING_001
2026-05-09T22:45:00Z,DNTU_ROOM_A101,32.66,59.6,764.47,0,138.4,91.19,warning,SCN_WARNING_001
2026-05-09T22:50:00Z,DNTU_ROOM_A101,32.48,55.24,773.09,0,147.77,89.53,warning,SCN_WARNING_001
2026-05-09T22:55:00Z,DNTU_ROOM_A101,31.78,60.46,736.14,0,142.03,95.65,warning,SCN_WARNING_001
2026-05-09T23:00:00Z,DNTU_ROOM_A101,23.5,58.91,384.94,0,35.88,32.31,normal,SCN_NORMAL_133
2026-05-09T23:05:00Z,DNTU_ROOM_A101,23.8,60.28,382.26,0,21.51,31.03,normal,SCN_NORMAL_134
2026-05-09T23:10:00Z,DNTU_ROOM_A101,23.85,60.9,382.71,0,22.29,28.16,normal,SCN_NORMAL_135
2026-05-09T23:15:00Z,DNTU_ROOM_A101,23.26,59.67,399.16,0,30.5,27.97,normal,SCN_NORMAL_136
2026-05-09T23:20:00Z,DNTU_ROOM_A101,23.33,61.27,399.43,0,26.29,30.08,normal,SCN_NORMAL_137
2026-05-09T23:25:00Z,DNTU_ROOM_A101,22.69,46.36,514.41,0,22.75,29.2,normal,SCN_NORMAL_138
2026-05-09T23:30:00Z,DNTU_ROOM_A101,23.95,61.88,396.21,0,31.53,29.7,normal,SCN_NORMAL_139
2026-05-09T23:35:00Z,DNTU_ROOM_A101,23.62,63.57,388.39,0,21.35,30.52,normal,SCN_NORMAL_140
2026-05-09T23:40:00Z,DNTU_ROOM_A101,23.98,59.57,407.05,0,18.21,30.16,normal,SCN_NORMAL_141
2026-05-09T23:45:00Z,DNTU_ROOM_A101,23.82,57.64,386.36,0,36.42,30.12,normal,SCN_NORMAL_142
2026-05-09T23:50:00Z,DNTU_ROOM_A101,23.79,58.44,404.89,0,28.73,29.43,normal,SCN_NORMAL_143
2026-05-09T23:55:00Z,DNTU_ROOM_A101,23.79,61.17,388.32,0,36.75,32.87,normal,SCN_NORMAL_144
2026-05-10T00:00:00Z,DNTU_ROOM_A101,26.23,48.53,421.95,0,34.43,70.88,normal,SCN_NORMAL_145
2026-05-10T00:05:00Z,DNTU_ROOM_A101,24.31,48.11,379.22,0,26.95,49.79,normal,SCN_NORMAL_146
2026-05-10T00:10:00Z,DNTU_ROOM_A101,25.14,62.23,501.77,0,24.95,62.85,normal,SCN_NORMAL_147
2026-05-10T00:15:00Z,DNTU_ROOM_A101,23.85,59.98,383.24,0,25.87,30.7,normal,SCN_NORMAL_148
2026-05-10T00:20:00Z,DNTU_ROOM_A101,23.04,59.86,454.88,0,27.57,66.15,normal,SCN_NORMAL_149
2026-05-10T00:25:00Z,DNTU_ROOM_A101,23.43,62.55,383.43,0,34.55,30.24,normal,SCN_NORMAL_150
2026-05-10T00:30:00Z,DNTU_ROOM_A101,23.89,59.9,404.82,0,31.59,28.19,normal,SCN_NORMAL_151
2026-05-10T00:35:00Z,DNTU_ROOM_A101,26.6,61.3,438.77,0,17.82,27.66,normal,SCN_NORMAL_152
2026-05-10T00:40:00Z,DNTU_ROOM_A101,23.13,57.42,408.7,0,30.4,29.49,normal,SCN_NORMAL_153
2026-05-10T00:45:00Z,DNTU_ROOM_A101,23.42,63.41,381.54,0,23.25,27.3,normal,SCN_NORMAL_154
2026-05-10T00:50:00Z,DNTU_ROOM_A101,24.57,64.99,420.77,0,18.79,56.49,normal,SCN_NORMAL_155
2026-05-10T00:55:00Z,DNTU_ROOM_A101,23.56,62.37,398.65,0,28.13,30.4,normal,SCN_NORMAL_156
2026-05-10T01:00:00Z,DNTU_ROOM_A101,23.03,58.91,402.87,0,24.02,32.37,normal,SCN_NORMAL_157
2026-05-10T01:05:00Z,DNTU_ROOM_A101,23.07,62.19,409.15,0,27.61,25.73,normal,SCN_NORMAL_158
2026-05-10T01:10:00Z,DNTU_ROOM_A101,23.84,52.96,506.5,0,44.15,58.97,normal,SCN_NORMAL_159
2026-05-10T01:15:00Z,DNTU_ROOM_A101,22.85,55.69,431.48,0,28.67,59.64,normal,SCN_NORMAL_160
2026-05-10T01:20:00Z,DNTU_ROOM_A101,22.98,61.1,456.0,0,25.18,54.67,normal,SCN_NORMAL_161
2026-05-10T01:25:00Z,DNTU_ROOM_A101,23.38,67.24,481.27,0,24.55,69.38,normal,SCN_NORMAL_162
2026-05-10T01:30:00Z,DNTU_ROOM_A101,23.13,60.73,386.9,0,30.36,29.47,normal,SCN_NORMAL_163
2026-05-10T01:35:00Z,DNTU_ROOM_A101,23.44,60.22,382.34,0,25.59,27.5,normal,SCN_NORMAL_164
2026-05-10T01:40:00Z,DNTU_ROOM_A101,24.24,67.72,394.92,0,30.18,80.75,normal,SCN_NORMAL_165
2026-05-10T01:45:00Z,DNTU_ROOM_A101,23.11,60.05,392.01,0,34.41,25.63,normal,SCN_NORMAL_166
2026-05-10T01:50:00Z,DNTU_ROOM_A101,23.08,61.43,395.92,0,32.52,26.55,normal,SCN_NORMAL_167
2026-05-10T01:55:00Z,DNTU_ROOM_A101,23.15,57.72,387.68,0,20.06,26.39,normal,SCN_NORMAL_168
2026-05-10T02:00:00Z,DNTU_ROOM_A101,23.63,60.25,396.91,0,30.62,29.64,normal,SCN_NORMAL_169
2026-05-10T02:05:00Z,DNTU_ROOM_A101,23.32,63.8,389.48,0,26.38,28.52,normal,SCN_NORMAL_170
2026-05-10T02:10:00Z,DNTU_ROOM_A101,23.35,57.52,393.85,0,24.37,25.3,normal,SCN_NORMAL_171
2026-05-10T02:15:00Z,DNTU_ROOM_A101,23.09,61.16,391.53,0,36.08,29.64,normal,SCN_NORMAL_172
2026-05-10T02:20:00Z,DNTU_ROOM_A101,23.57,58.32,398.15,0,36.15,29.01,normal,SCN_NORMAL_173
2026-05-10T02:25:00Z,DNTU_ROOM_A101,23.98,57.59,399.38,0,31.15,25.31,normal,SCN_NORMAL_174
2026-05-10T02:30:00Z,DNTU_ROOM_A101,23.36,63.43,391.62,0,30.58,31.2,normal,SCN_NORMAL_175
2026-05-10T02:35:00Z,DNTU_ROOM_A101,23.92,58.33,426.05,0,43.1,37.62,normal,SCN_NORMAL_176
2026-05-10T02:40:00Z,DNTU_ROOM_A101,22.85,60.76,502.93,0,36.65,41.23,normal,SCN_NORMAL_177
2026-05-10T02:45:00Z,DNTU_ROOM_A101,23.08,60.91,399.3,0,19.56,27.63,normal,SCN_NORMAL_178
2026-05-10T02:50:00Z,DNTU_ROOM_A101,23.91,57.65,400.11,0,17.36,29.07,normal,SCN_NORMAL_179
2026-05-10T02:55:00Z,DNTU_ROOM_A101,25.79,49.92,515.0,0,24.76,31.61,normal,SCN_NORMAL_180
2026-05-10T03:00:00Z,DNTU_ROOM_A101,23.74,60.69,399.86,0,29.36,32.01,normal,SCN_NORMAL_181
2026-05-10T03:05:00Z,DNTU_ROOM_A101,25.48,59.87,500.89,0,16.44,66.71,normal,SCN_NORMAL_182
2026-05-10T03:10:00Z,DNTU_ROOM_A101,23.61,62.27,403.51,0,21.78,26.87,normal,SCN_NORMAL_183
2026-05-10T03:15:00Z,DNTU_ROOM_A101,23.19,61.75,397.11,0,32.39,28.52,normal,SCN_NORMAL_184
2026-05-10T03:20:00Z,DNTU_ROOM_A101,23.16,58.4,398.14,0,18.04,31.98,normal,SCN_NORMAL_185
2026-05-10T03:25:00Z,DNTU_ROOM_A101,23.71,60.61,383.74,0,20.21,25.67,normal,SCN_NORMAL_186
2026-05-10T03:30:00Z,DNTU_ROOM_A101,23.09,63.37,404.5,0,35.61,32.08,normal,SCN_NORMAL_187
2026-05-10T03:35:00Z,DNTU_ROOM_A101,23.39,57.57,386.74,0,18.98,27.55,normal,SCN_NORMAL_188
2026-05-10T03:40:00Z,DNTU_ROOM_A101,22.66,66.6,438.51,0,40.04,73.53,normal,SCN_NORMAL_189
2026-05-10T03:45:00Z,DNTU_ROOM_A101,23.02,58.51,384.49,0,29.18,32.52,normal,SCN_NORMAL_190
2026-05-10T03:50:00Z,DNTU_ROOM_A101,23.02,50.98,462.65,0,17.07,60.61,normal,SCN_NORMAL_191
2026-05-10T03:55:00Z,DNTU_ROOM_A101,23.63,61.03,401.56,0,17.03,27.33,normal,SCN_NORMAL_192
2026-05-10T04:00:00Z,DNTU_ROOM_A101,25.37,57.54,422.29,0,32.95,81.11,normal,SCN_NORMAL_193
2026-05-10T04:05:00Z,DNTU_ROOM_A101,26.26,46.5,426.1,0,39.66,45.14,normal,SCN_NORMAL_194
2026-05-10T04:10:00Z,DNTU_ROOM_A101,25.33,47.88,454.38,0,19.4,68.91,normal,SCN_NORMAL_195
2026-05-10T04:15:00Z,DNTU_ROOM_A101,23.83,61.79,409.42,0,20.65,28.83,normal,SCN_NORMAL_196
2026-05-10T04:20:00Z,DNTU_ROOM_A101,23.04,58.41,403.73,0,23.31,32.09,normal,SCN_NORMAL_197
2026-05-10T04:25:00Z,DNTU_ROOM_A101,23.47,57.26,399.41,0,34.24,27.29,normal,SCN_NORMAL_198
2026-05-10T04:30:00Z,DNTU_ROOM_A101,25.94,55.55,428.0,0,46.56,49.26,normal,SCN_NORMAL_199
2026-05-10T04:35:00Z,DNTU_ROOM_A101,23.37,62.58,388.0,0,25.49,25.66,normal,SCN_NORMAL_200
2026-05-10T04:40:00Z,DNTU_ROOM_A101,23.76,47.86,417.55,0,29.72,40.33,normal,SCN_NORMAL_201
2026-05-10T04:45:00Z,DNTU_ROOM_A101,23.45,62.09,407.35,0,25.7,29.92,normal,SCN_NORMAL_202
2026-05-10T04:50:00Z,DNTU_ROOM_A101,25.39,54.84,444.4,0,20.28,68.49,normal,SCN_NORMAL_203
2026-05-10T04:55:00Z,DNTU_ROOM_A101,23.44,57.88,387.08,0,24.24,30.16,normal,SCN_NORMAL_204
2026-05-10T05:00:00Z,DNTU_ROOM_A101,24.43,54.03,434.37,0,19.54,26.77,normal,SCN_NORMAL_205
2026-05-10T05:05:00Z,DNTU_ROOM_A101,26.63,46.1,396.98,0,45.15,54.1,normal,SCN_NORMAL_206
2026-05-10T05:10:00Z,DNTU_ROOM_A101,23.21,61.28,400.82,0,21.0,32.99,normal,SCN_NORMAL_207
2026-05-10T05:15:00Z,DNTU_ROOM_A101,25.57,68.44,487.52,0,47.56,81.99,normal,SCN_NORMAL_208
2026-05-10T05:20:00Z,DNTU_ROOM_A101,23.29,59.1,384.73,0,31.0,30.68,normal,SCN_NORMAL_209
2026-05-10T05:25:00Z,DNTU_ROOM_A101,26.74,63.72,404.33,0,26.91,52.63,normal,SCN_NORMAL_210
2026-05-10T05:30:00Z,DNTU_ROOM_A101,23.13,63.19,381.97,0,31.34,28.19,normal,SCN_NORMAL_211
2026-05-10T05:35:00Z,DNTU_ROOM_A101,23.57,57.88,389.51,0,26.32,25.59,normal,SCN_NORMAL_212
2026-05-10T05:40:00Z,DNTU_ROOM_A101,23.55,61.11,403.03,0,27.06,26.03,normal,SCN_NORMAL_213
